Linux 5.4.0-48-generic (slave1) 	08/10/2020 	_x86_64_	(2 CPU)

18:37:30     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
18:40:57     all    2,50    0,00    2,00    0,00    0,00    0,00    0,00    0,00    0,00   95,50
18:40:58     all    1,01    0,00    0,51    0,00    0,00    0,51    0,00    0,00    0,00   97,98
18:40:59     all    2,51    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   96,48
18:41:00     all    0,51    0,00    1,52    0,00    0,00    0,00    0,00    0,00    0,00   97,97
18:41:01     all    1,01    0,00    1,01    0,00    0,00    0,51    0,00    0,00    0,00   97,47
18:41:02     all    2,01    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   96,98
18:41:03     all    1,49    0,00    1,00    0,00    0,00    0,50    0,00    0,00    0,00   97,01
18:41:04     all    2,03    0,00    1,52    3,05    0,00    0,00    0,00    0,00    0,00   93,40
18:41:05     all    1,51    0,00    1,51    0,00    0,00    1,01    0,00    0,00    0,00   95,98
18:41:06     all    1,00    0,00    1,49    0,00    0,00    0,50    0,00    0,00    0,00   97,01
18:41:07     all    1,52    0,00    1,01    0,00    0,00    0,51    0,00    0,00    0,00   96,97
18:41:08     all    1,01    0,00    0,00    0,00    0,00    0,00    0,00    0,00    0,00   98,99
18:41:09     all    0,51    0,00    1,52    0,00    0,00    0,00    0,00    0,00    0,00   97,97
18:41:10     all    1,01    0,00    1,01    1,01    0,00    0,51    0,00    0,00    0,00   96,46
18:41:11     all    1,01    0,00    1,52    0,00    0,00    0,00    0,00    0,00    0,00   97,47
18:41:12     all    2,00    0,00    2,00    0,00    0,00    0,50    0,00    0,00    0,00   95,50
18:41:13     all    2,01    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   96,98
18:41:14     all    2,01    0,00    1,51    0,00    0,00    0,00    0,00    0,00    0,00   96,48
18:41:15     all    2,00    0,00    1,00    0,00    0,00    0,50    0,00    0,00    0,00   96,50
18:41:16     all    0,51    0,00    0,51    1,01    0,00    0,51    0,00    0,00    0,00   97,47
18:41:17     all    2,01    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   96,98
18:41:18     all    0,51    0,00    0,51    0,00    0,00    0,51    0,00    0,00    0,00   98,48
18:41:19     all    2,02    0,00    1,52    0,00    0,00    0,51    0,00    0,00    0,00   95,96
18:41:20     all    1,00    0,00    1,00    0,00    0,00    1,00    0,00    0,00    0,00   97,00
18:41:21     all    2,01    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   96,98
18:41:22     all    1,02    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   98,47
18:41:23     all    1,49    0,00    1,49    0,00    0,00    1,00    0,00    0,00    0,00   96,02
18:41:24     all    2,01    0,00    1,51    0,00    0,00    0,50    0,00    0,00    0,00   95,98
18:41:25     all    2,01    0,00    0,50    0,00    0,00    0,50    0,00    0,00    0,00   96,98
18:41:26     all    1,52    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   97,98
18:41:27     all    1,00    0,00    2,50    1,00    0,00    0,50    0,00    0,00    0,00   95,00
18:41:28     all    1,01    0,00    1,01    0,00    0,00    0,50    0,00    0,00    0,00   97,49
18:41:29     all    0,50    0,00    1,01    0,00    0,00    0,50    0,00    0,00    0,00   97,99
18:41:30     all    3,02    0,00    1,01    0,00    0,00    0,50    0,00    0,00    0,00   95,48
18:41:31     all    1,01    0,00    1,01    0,00    0,00    0,51    0,00    0,00    0,00   97,47
18:41:32     all    3,00    0,00    1,00    0,00    0,00    0,50    0,00    0,00    0,00   95,50
18:41:33     all    0,51    0,00    0,51    0,00    0,00    0,51    0,00    0,00    0,00   98,48
18:41:34     all    2,01    0,00    0,50    0,00    0,00    1,01    0,00    0,00    0,00   96,48
18:41:35     all    1,01    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   97,98
18:41:36     all    1,52    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   97,47
18:41:37     all    1,52    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   97,97
18:41:38     all    1,52    0,00    1,01    0,00    0,00    0,51    0,00    0,00    0,00   96,97
18:41:39     all    1,51    0,00    0,50    0,00    0,00    0,00    0,00    0,00    0,00   97,99
18:41:40     all    3,02    0,00    0,50    0,00    0,00    0,50    0,00    0,00    0,00   95,98
18:41:41     all    1,01    0,00    1,01    0,00    0,00    0,50    0,00    0,00    0,00   97,49
18:41:42     all    1,51    0,00    0,50    0,00    0,00    1,01    0,00    0,00    0,00   96,98
18:41:43     all    0,51    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   98,48
18:41:44     all    2,00    0,00    1,00    1,50    0,00    1,00    0,00    0,00    0,00   94,50
18:41:45     all    1,51    0,00    1,01    0,00    0,00    0,50    0,00    0,00    0,00   96,98
18:41:46     all    2,53    0,00    0,00    0,00    0,00    0,51    0,00    0,00    0,00   96,97
18:41:47     all    1,01    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   97,98
18:41:48     all    2,00    0,00    0,00    0,00    0,00    0,50    0,00    0,00    0,00   97,50
18:41:49     all    0,50    0,00    1,01    0,00    0,00    0,50    0,00    0,00    0,00   97,99
18:41:50     all    2,02    0,00    1,01    0,00    0,00    0,51    0,00    0,00    0,00   96,46
18:41:51     all    0,51    0,00    0,51    0,00    0,00    0,51    0,00    0,00    0,00   98,48
18:41:52     all    1,02    0,00    0,51    0,00    0,00    0,51    0,00    0,00    0,00   97,97
18:41:53     all    1,01    0,00    1,01    0,00    0,00    0,50    0,00    0,00    0,00   97,49
18:41:54     all    4,50    0,00    2,00    0,00    0,00    0,00    0,00    0,00    0,00   93,50
18:41:55     all    0,50    0,00    1,01    0,50    0,00    0,50    0,00    0,00    0,00   97,49
18:41:56     all    1,51    0,00    1,51    0,00    0,00    0,50    0,00    0,00    0,00   96,48
18:41:57     all    1,02    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   98,47
18:41:58     all    1,00    0,00    1,99    0,00    0,00    1,00    0,00    0,00    0,00   96,02
18:41:59     all    0,51    0,00    1,01    0,00    0,00    0,00    0,00    0,00    0,00   98,48
18:42:00     all    1,52    0,00    1,52    0,00    0,00    0,51    0,00    0,00    0,00   96,46
18:42:01     all    0,51    0,00    0,00    0,00    0,00    0,51    0,00    0,00    0,00   98,98
18:42:02     all    2,01    0,00    1,51    0,00    0,00    1,01    0,00    0,00    0,00   95,48
18:42:03     all    2,01    0,00    0,50    0,00    0,00    0,00    0,00    0,00    0,00   97,49
18:42:04     all    2,03    0,00    0,51    0,00    0,00    0,00    0,00    0,00    0,00   97,46
18:42:05     all    1,00    0,00    1,00    0,00    0,00    0,50    0,00    0,00    0,00   97,51
18:42:06     all    1,51    0,00    1,51    0,00    0,00    0,50    0,00    0,00    0,00   96,48
18:42:07     all    1,01    0,00    0,50    0,50    0,00    0,50    0,00    0,00    0,00   97,49
18:42:08     all    1,01    0,00    1,51    0,00    0,00    0,00    0,00    0,00    0,00   97,49
18:42:09     all    1,52    0,00    1,01    0,00    0,00    0,51    0,00    0,00    0,00   96,97
